date,Consumption_km_Vehicle_0,Consumption_km_Vehicle_1,Consumption_km_Vehicle_10,Consumption_km_Vehicle_11,Consumption_km_Vehicle_12,Consumption_km_Vehicle_13,Consumption_km_Vehicle_14,Consumption_km_Vehicle_15,Consumption_km_Vehicle_16,Consumption_km_Vehicle_17,Consumption_km_Vehicle_18,Consumption_km_Vehicle_19,Consumption_km_Vehicle_2,Consumption_km_Vehicle_20,Consumption_km_Vehicle_21,Consumption_km_Vehicle_22,Consumption_km_Vehicle_23,Consumption_km_Vehicle_24,Consumption_km_Vehicle_25,Consumption_km_Vehicle_26,Consumption_km_Vehicle_27,Consumption_km_Vehicle_28,Consumption_km_Vehicle_29,Consumption_km_Vehicle_3,Consumption_km_Vehicle_4,Consumption_km_Vehicle_5,Consumption_km_Vehicle_6,Consumption_km_Vehicle_7,Consumption_km_Vehicle_8,Consumption_km_Vehicle_9
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20944126104468283,0.0,0.4496114786168987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5098397753088001,0.0,0.0,0.30268500459106945,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,0.48325055387804733,0.0,0.0,0.0,0.0,0.0,0.47723311456872947,0.0,0.0,0.0,0.0,0.0,0.0,0.1782712874967632,0.0,0.0,0.0,0.3203640471186733,0.0,0.0,0.0,0.123259004,0.0,0.0,0.0,0.3332768949800308,0.5546655180000001,0.22918128123885093,0.35374088583067903,0.0
2026-01-02 08:00:00,0.198670754652682,0.0,0.5546655180000001,0.0,0.0,0.0,0.23942420200107178,0.38413061531171744,0.41252323543341585,0.2921579892777751,0.123259004,0.0,0.4515984956160431,0.5546655180000001,0.0,0.0,0.22337477606740364,0.2798292105258413,0.3498297747602066,0.0,0.0,0.3293447443662533,0.123259004,0.328366701582412,0.0,0.123259004,0.2174377929685787,0.123259004,0.5546655180000001,0.16362702377879404
2026-01-02 09:00:00,0.24801880955862732,0.0,0.4867179706462685,0.123259004,0.0,0.365084617631819,0.3726905128786096,0.529305953087376,0.4426693142625079,0.505795536773539,0.40497031411016293,0.48804681662812194,0.123259004,0.3037142591637541,0.4272717736467073,0.22279714251310945,0.4055530467487117,0.3107932309589483,0.3335875500996878,0.3106629632257815,0.0,0.41190400136482463,0.46193654534800044,0.2509967970754998,0.0,0.18944704942458143,0.14956219124655182,0.23155370464010977,0.5546655180000001,0.2584077086998496
2026-01-02 10:00:00,0.123259004,0.2271382379452787,0.123259004,0.5176622365732125,0.123259004,0.123259004,0.5546655180000001,0.5546655180000001,0.37093217695656194,0.123259004,0.123259004,0.2702074793846356,0.123259004,0.2176659869615089,0.43640180081246394,0.30745765481849374,0.5546655180000001,0.4987805875412055,0.3579338726479725,0.1595170266811257,0.0,0.5546655180000001,0.123259004,0.35621621415507676,0.1370862672400674,0.123259004,0.123259004,0.42659253293758426,0.34647273997303674,0.5546655180000001
2026-01-02 11:00:00,0.14506568882699977,0.46205075795025674,0.26822872759840605,0.28481324671856884,0.25744142426846406,0.17729135198297274,0.13789267530219607,0.123259004,0.274184084758771,0.48156254394553794,0.3315419253563166,0.29582548582035634,0.3772218829528132,0.18866556318024674,0.21859949059674352,0.3401878933988265,0.47026874975825417,0.41704150429454406,0.5546655180000001,0.39676480543247217,0.1532299066683864,0.22203094407447932,0.3954956371087697,0.12555580268127986,0.40425556579641664,0.123259004,0.123259004,0.5546655180000001,0.35076327134912466,0.15870683952834272
2026-01-02 12:00:00,0.2553198515027284,0.123259004,0.12954826384057064,0.4720417385983013,0.433378190049563,0.21578824528925494,0.3987092573378842,0.16279394304589787,0.27848396964045447,0.45952082063766037,0.3835353832527783,0.37844497379955927,0.123259004,0.41862086841531504,0.123259004,0.4506881200977642,0.5206786138611841,0.4862717765672512,0.47777794755097264,0.123259004,0.43198074130174696,0.5029777527110212,0.123259004,0.46499455214635865,0.123259004,0.123259004,0.1985663257165701,0.3607396551211618,0.35050266637519867,0.5374859204465118
2026-01-02 13:00:00,0.123259004,0.21862165894553443,0.5228034571488988,0.27842840987081763,0.18327839334681506,0.33240848959274183,0.123259004,0.3093126524084702,0.3510915898958827,0.5212737236875398,0.3169628379606429,0.2791499808114837,0.5546655180000001,0.5286505230613999,0.42826283028136836,0.30951610809330826,0.12727788701214027,0.29343579512792506,0.5241876682769053,0.4548892602380117,0.24180723145487654,0.37677388090396696,0.1902125950738302,0.266250714043099,0.2976723465222429,0.2940172220723605,0.3355617757512303,0.3658338089204044,0.123259004,0.4038015786094431
2026-01-02 14:00:00,0.2998679309203736,0.4153378647617373,0.5546655180000001,0.48295660341666014,0.5139952879119015,0.5546655180000001,0.2510949076551417,0.5546655180000001,0.3463390675605201,0.123259004,0.409890333822387,0.4383386494256038,0.1408544571031584,0.2354329676127262,0.3877789618520869,0.20406468064556138,0.4009542004084898,0.41957581689328366,0.4011425554960217,0.123259004,0.2320066980413655,0.12889606865171224,0.5546655180000001,0.123259004,0.4071308952609943,0.15182815182972217,0.30798839490145097,0.5234997240120254,0.42389570901631474,0.5546655180000001
2026-01-02 15:00:00,0.13560070475735456,0.1442233649117268,0.5546655180000001,0.123259004,0.35781945243703683,0.2961239650869208,0.24043019235293453,0.37685716766761673,0.29964930259857264,0.2631232905536725,0.18307491999633507,0.14530925085916027,0.234845756567357,0.3378723813419297,0.18746253947375757,0.3658733229420028,0.123259004,0.46749430121216595,0.12506353882644436,0.2754955901002646,0.3907627624598805,0.5546655180000001,0.3661640701751558,0.123259004,0.23773649810342462,0.3267416790262695,0.26185058995630844,0.2754904640247682,0.5546655180000001,0.123259004
2026-01-02 16:00:00,0.18758024001597676,0.26619366919199366,0.2729235595106146,0.42825312089696516,0.123259004,0.2620907757004022,0.5546655180000001,0.5546655180000001,0.4613477853334498,0.1743451557926961,0.15978529654357768,0.1832873214098802,0.27006603120524025,0.2618588828159413,0.4147318775347917,0.49599648382572525,0.123259004,0.31313974813107964,0.38716709168861807,0.32915291089762944,0.46604761377875925,0.2785044941460919,0.3421802618269414,0.3468118896936589,0.22739770068104376,0.3163254206617551,0.123259004,0.5172297666797387,0.22836286004486891,0.35202427202087766
2026-01-02 17:00:00,0.13542102838727277,0.32037850265432644,0.28445628647730165,0.2728337273595737,0.3937541725246486,0.2574852958119885,0.23306256802583233,0.4321511964054157,0.5077654766563602,0.2984368657225773,0.18380189708196293,0.15456243681024193,0.2129423099142569,0.2733982204392134,0.123259004,0.123259004,0.24630513656578273,0.41589317360433337,0.28853407028748784,0.2521604216800186,0.445249530304896,0.5546655180000001,0.44990582484314223,0.3298299271883002,0.38870415169368494,0.3712283253584614,0.5366931631786621,0.19802528569348962,0.3305204365170209,0.125645106443468
2026-01-02 18:00:00,0.5483003887495275,0.5546655180000001,0.2802688504798926,0.1818889688232095,0.29181043621172925,0.4790353587058629,0.5546655180000001,0.39223633960280385,0.123259004,0.42719251646443435,0.13608976409443926,0.3738971666691497,0.19220739866712402,0.3126647477679742,0.19073211395004022,0.5546655180000001,0.123259004,0.1565526250474955,0.4570417600560977,0.19098910752377474,0.43508539686240705,0.35848331872462014,0.3715802339867745,0.43492997916405823,0.123259004,0.123259004,0.123259004,0.21729546599784702,0.30859515563929846,0.40690632047716874
2026-01-02 19:00:00,0.23438639931758204,0.35864503161150485,0.30087154647954223,0.0,0.2842682168047356,0.19009254046960847,0.31361626006775034,0.40463110883910924,0.4142859949702339,0.24083621962544485,0.0,0.0,0.435271001890961,0.14081523416233038,0.5491399578183184,0.4098817990817923,0.0,0.3531976196555586,0.2743601364998081,0.4753696420577801,0.21295549404442027,0.3028654688784013,0.2818569563970557,0.123259004,0.13994922432327908,0.19657691843570244,0.123259004,0.20937681418978968,0.31480937036886825,0.123259004
2026-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.5546655180000001,0.33143313847329103,0.0,0.2763406033819438,0.35893284037550954,0.0,0.0,0.2904746455896711,0.0,0.32780820804338734,0.0,0.0,0.0,0.1575094445384355,0.12333208846995046,0.123259004,0.21910634844329438,0.0,0.123259004,0.123259004,0.34711662359855444,0.0,0.38554213920358116,0.45453905112012166,0.35874948589750194
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30137522504972697,0.0,0.26335908815920667,0.0,0.0,0.34357456230565453,0.0,0.30067302532491974,0.0,0.0,0.3763980611246265,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276170239741575,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.1209049010004,0.0,0.3269557165860835,0.0,0.0,0.4455076118154892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,0.1209049010004,0.1209049010004,0.376177517180833,0.3431199174030818,0.0,0.2132690826279173,0.1209049010004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23164689561085602,0.0,0.0,0.0,0.5440720545018,0.526482033756315,0.0,0.0,0.0,0.42123659010740166,0.3775770531381256,0.15915631878765754,0.1209049010004,0.0,0.5316537550088781
2026-01-03 09:00:00,0.26462644135959484,0.4353827875917121,0.3523719914144277,0.1209049010004,0.41324196120663714,0.24536729170057717,0.17043021917283238,0.1209049010004,0.0,0.27798478158826656,0.0,0.1209049010004,0.1209049010004,0.24026761948159106,0.0,0.12732422295011359,0.3717053011011858,0.4040815319540633,0.3875434495326306,0.4594568350999701,0.3656089083465296,0.2616233555196929,0.4731946830156417,0.2423424248851849,0.2230079743130151,0.1209049010004,0.34105946147968,0.34476406436366563,0.0,0.5440720545018
2026-01-03 10:00:00,0.35401038215967096,0.1209049010004,0.16923415538242784,0.19371464968271673,0.378880067783345,0.3626764612742851,0.5113936491199728,0.3657906648828825,0.0,0.45639779873206904,0.5440720545018,0.45846570919626056,0.21512738556188837,0.1209049010004,0.1209049010004,0.39133975532336024,0.3475285333195566,0.4822281540368853,0.34499821725328583,0.2740733013934246,0.12669891561151753,0.24102767640920866,0.1209049010004,0.1209049010004,0.1209049010004,0.25139300261383446,0.48840015117819097,0.24642950528745364,0.21897104799039838,0.2577493268913868
2026-01-03 11:00:00,0.260419206743887,0.1965948731130588,0.3313236850185174,0.1209049010004,0.2002744345252298,0.20173999657606853,0.33918865742674725,0.5322626566856526,0.4064427932872381,0.5440720545018,0.20915882396106938,0.4190489724751179,0.40940462217799906,0.19166820846540145,0.4169985447421654,0.22518761524306638,0.29205092765100116,0.22071279698287036,0.38581544296407566,0.26212678926926636,0.40236038987150907,0.44317208872808295,0.32885520644117,0.22740006068416024,0.1209049010004,0.1209049010004,0.4919292794270645,0.4986306860380059,0.218586372127148,0.45429655840622374
2026-01-03 12:00:00,0.21305137367920043,0.2540174195775921,0.4473593788393475,0.4149741392263129,0.35171528421973763,0.46253716873553313,0.5440720545018,0.5440720545018,0.25630435067278007,0.31858909067055985,0.34454132982748825,0.34825630517719963,0.3674497931822927,0.1209049010004,0.18429334574262574,0.15113011879964863,0.4135997521445751,0.2472046991160546,0.1209049010004,0.28750007606881756,0.2708083907291167,0.1209049010004,0.4956942971809801,0.1209049010004,0.3032869410232855,0.1570156691303204,0.522244768936398,0.5440720545018,0.1597194675767162,0.4418027502111681
2026-01-03 13:00:00,0.18244470434997215,0.4186815414266094,0.3757378532476181,0.4360269538633635,0.15299016810569416,0.43661349918052905,0.12870267084921724,0.3232085032915575,0.5360999494739693,0.31876707785398795,0.4598415438911669,0.523345972067127,0.15501675109772114,0.382887446024169,0.25852979204044485,0.32789370685448,0.2020930787641844,0.26998162139387166,0.1209049010004,0.49990703308334283,0.514657598344377,0.15613906323906707,0.5440720545018,0.1209049010004,0.1209049010004,0.37334090993019864,0.1313816701724897,0.36001740199653715,0.23001249059534828,0.40647778381932853
2026-01-03 14:00:00,0.1209049010004,0.2829928591347573,0.5440720545018,0.3952558784156011,0.4528175942431098,0.12422413021296275,0.2583121082728122,0.1209049010004,0.22778467534580213,0.4869710112993228,0.34356064421739174,0.5076560785443223,0.2110740325612864,0.5171211135392331,0.35043912115502346,0.1567870891056828,0.2911171786121345,0.45832144985439777,0.1209049010004,0.15464147962024039,0.3904339225349534,0.5440720545018,0.3235014140349133,0.25381600505989965,0.1209049010004,0.1209049010004,0.1209049010004,0.39214925260117306,0.40808631088800945,0.17983442626823906
