date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_12,Distance_km_Vehicle_13,Distance_km_Vehicle_14,Distance_km_Vehicle_15,Distance_km_Vehicle_16,Distance_km_Vehicle_17,Distance_km_Vehicle_18,Distance_km_Vehicle_19,Distance_km_Vehicle_2,Distance_km_Vehicle_20,Distance_km_Vehicle_21,Distance_km_Vehicle_22,Distance_km_Vehicle_23,Distance_km_Vehicle_24,Distance_km_Vehicle_25,Distance_km_Vehicle_26,Distance_km_Vehicle_27,Distance_km_Vehicle_28,Distance_km_Vehicle_29,Distance_km_Vehicle_3,Distance_km_Vehicle_4,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,6.885924220714484,0.0,0.0,0.0,0.0,0.0,7.261972047014753,0.0,0.0,0.0,0.0,0.0,0.0,7.27353982050845,0.0,0.0,0.0,8.30773003364974,0.0,0.0,0.0,6.102027898346296,0.0,0.0,0.0,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,0.0
2026-01-02 08:00:00,6.885924220714484,0.0,11.298284465087924,0.0,0.0,0.0,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,0.0,9.689834894852783,7.27353982050845,0.0,0.0,10.950309152414693,8.30773003364974,10.906141935989083,0.0,0.0,6.102027898346296,8.1857772072056,11.231553685087423,0.0,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 09:00:00,6.885924220714484,0.0,11.298284465087924,10.995906222903194,0.0,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,0.0,6.102027898346296,8.1857772072056,11.231553685087423,0.0,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 10:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,0.0,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 11:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 12:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 13:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 14:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 15:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 16:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 17:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 18:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,8.560323986576453,13.904235449491768,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,10.950309152414693,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 19:00:00,6.885924220714484,6.547146307988251,11.298284465087924,0.0,9.007105764968875,10.486310931114003,7.261972047014753,11.100690211374198,9.11573429081456,7.67348426110721,0.0,0.0,9.689834894852783,7.27353982050845,11.314337544260061,9.325021491200436,0.0,8.30773003364974,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,8.1857772072056,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,10.486310931114003,7.261972047014753,0.0,9.11573429081456,7.67348426110721,0.0,0.0,9.689834894852783,0.0,11.314337544260061,0.0,0.0,0.0,10.906141935989083,12.178181707985946,9.218480828443276,6.102027898346296,0.0,11.231553685087423,10.966737113464484,6.457387819561703,0.0,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.906141935989083,0.0,9.218480828443276,0.0,0.0,11.231553685087423,0.0,6.457387819561703,0.0,0.0,10.731590986434044,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.231553685087423,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,5.907989437316106,0.0,4.5450333364715885,0.0,0.0,10.499788573792737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,0.0,10.499788573792737,7.80732455063238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6895938216731805,0.0,0.0,0.0,6.567722459324716,6.994005170107483,0.0,0.0,0.0,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,0.0,5.528599830385045
2026-01-03 09:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,0.0,2.893769176707486,0.0,6.33319167355553,8.32144729941159,3.9255677304718626,0.0,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,0.0,5.528599830385045
2026-01-03 10:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,0.0,2.893769176707486,6.991419515611974,6.33319167355553,8.32144729941159,3.9255677304718626,13.608020077027717,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 11:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,4.768207208867067,2.893769176707486,6.991419515611974,6.33319167355553,8.32144729941159,3.9255677304718626,13.608020077027717,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 12:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,4.768207208867067,2.893769176707486,6.991419515611974,6.33319167355553,8.32144729941159,3.9255677304718626,13.608020077027717,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 13:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,4.768207208867067,2.893769176707486,6.991419515611974,6.33319167355553,8.32144729941159,3.9255677304718626,13.608020077027717,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 14:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,4.768207208867067,2.893769176707486,6.991419515611974,6.33319167355553,8.32144729941159,3.9255677304718626,13.608020077027717,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 15:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,4.768207208867067,2.893769176707486,6.991419515611974,6.33319167355553,8.32144729941159,3.9255677304718626,13.608020077027717,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 16:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,4.768207208867067,2.893769176707486,6.991419515611974,6.33319167355553,8.32144729941159,3.9255677304718626,13.608020077027717,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 17:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,5.5318757827109994,10.499788573792737,7.80732455063238,6.38543263434295,4.768207208867067,2.893769176707486,6.991419515611974,6.33319167355553,8.32144729941159,3.9255677304718626,13.608020077027717,5.6895938216731805,4.567146251730501,7.27054428518885,8.464632151608766,6.567722459324716,6.994005170107483,5.81624805351066,10.291828641177995,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
