date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_10,Consumption_kWh_Vehicle_11,Consumption_kWh_Vehicle_12,Consumption_kWh_Vehicle_13,Consumption_kWh_Vehicle_14,Consumption_kWh_Vehicle_15,Consumption_kWh_Vehicle_16,Consumption_kWh_Vehicle_17,Consumption_kWh_Vehicle_18,Consumption_kWh_Vehicle_19,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_20,Consumption_kWh_Vehicle_21,Consumption_kWh_Vehicle_22,Consumption_kWh_Vehicle_23,Consumption_kWh_Vehicle_24,Consumption_kWh_Vehicle_25,Consumption_kWh_Vehicle_26,Consumption_kWh_Vehicle_27,Consumption_kWh_Vehicle_28,Consumption_kWh_Vehicle_29,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,3.327626693622536,0.0,0.0,0.0,0.0,0.0,3.4656535379079023,0.0,0.0,0.0,0.0,0.0,0.0,1.2966633084610173,0.0,0.0,0.0,2.6614980159493826,0.0,0.0,0.0,0.7521298811303777,0.0,0.0,0.0,2.152098162185396,4.786196743779576,2.2971238399735308,3.7962025019137093,0.0
2026-01-02 08:00:00,1.3680317614105277,0.0,6.266768805339347,0.0,0.0,0.0,1.7386918623105971,4.26411496127993,3.7604522029981564,2.241869732479736,1.0551370085027232,0.0,4.3759148612833565,4.034381732235946,0.0,0.0,2.4460228547894722,2.3247455365780274,3.8152931769699046,0.0,0.0,2.0096708182966063,1.008970745526064,3.6880682372179416,0.0,0.7959311910809073,1.8762660070042951,1.2354464337107238,5.95244347345457,1.5848592405876567
2026-01-02 09:00:00,1.707838727932525,0.0,5.499078086631855,1.35534444911245,0.0,3.828390816654119,2.706468086712055,5.875661412259125,4.03525584751411,3.8812140907700243,3.466677093728628,6.785917848772342,1.1943593980639988,2.209077758083789,4.834297070173527,2.077588142112792,4.440931239602081,2.5819862590926945,3.6381531694660643,3.783310016104923,0.0,2.5134497077686304,3.7813096440849576,2.81908400113847,0.0,1.2233330694061961,1.2905689095617883,2.320903052324923,5.95244347345457,2.502886354063944
2026-01-02 10:00:00,0.8487521610647436,1.4871072759663884,1.3926152900754103,5.692165408497373,1.1102068855127218,1.2925322410034248,4.0279654871589585,6.157170086249399,3.3813191650494265,0.9458260272337508,1.0551370085027232,3.757028413577666,1.1943593980639988,1.5832022237348082,4.9375972793151615,2.8670492388165396,6.073758898284237,4.143734467317537,3.9036776187970283,1.942627336440391,0.0,3.384584465086699,1.008970745526064,4.000861532781343,1.5033890546879578,0.7959311910809073,1.0635992763954614,4.275811148574289,3.718203733339748,5.372381354476276
2026-01-02 11:00:00,0.9989113402884683,3.025113914017196,3.030524466115372,3.131779751957974,2.3188021366702807,1.8591322422910272,1.0013727535326293,1.368260019166533,2.4993892634311345,3.6952626017048344,2.8381062961834167,4.113227206806522,3.655217764538242,1.3722664865501777,2.473308423614859,3.17225941699026,5.149588194572425,3.4646682305062506,6.049260866306908,4.831873895890335,1.4125469569666727,1.354839015038639,3.2374391717942244,1.4101867382890383,4.433364516744146,0.7959311910809073,1.0635992763954614,5.559508951698257,3.7642479611823854,1.5372033015218494
2026-01-02 12:00:00,1.7581131494918627,0.8069947329649091,1.463673136829031,5.190526690923104,3.903483194007196,2.2628226353826237,2.895415481673727,1.8071251300406073,2.538585871493652,3.526125784814156,3.283187140959551,5.261988020385815,1.1943593980639988,3.044855556114622,1.3945939766253013,4.202676405740375,5.70159179083072,4.039814642703968,5.210714109876455,1.5010705478573667,3.982206181946869,3.0691842792901753,1.008970745526064,5.2226112757050105,1.3517490937354675,0.7959311910809073,1.713424524740192,3.615756301401525,3.7614512551931814,5.205983144061894
2026-01-02 13:00:00,0.8487521610647436,1.4313479872115222,5.906782178199664,3.0615726847315647,1.6508078733083311,3.485738778011464,0.8951034415908796,3.433583932844895,3.2004576452305002,3.9999857144450846,2.7133045846478367,3.881367058923978,5.374617291287994,3.8451606306197132,4.845510219463561,2.8862443598428165,1.3937322110490429,2.4377853681321553,5.7168651113230915,5.5397240681898126,2.2290953273457252,2.2990847326442108,1.5570379252787876,2.9904091884679267,3.2644943702575415,1.8985832285514288,2.895555296511926,3.666815890882291,1.322765216323238,3.9111428445232077
2026-01-02 14:00:00,2.0648678485401386,2.7192777678425317,6.266768805339347,5.310545520901443,4.629609920918124,5.8163950845154115,1.8234442005393896,6.157170086249399,3.157134914410173,0.9458260272337508,3.5087940564856086,6.094763788225825,1.3648564335337285,1.71243106499164,4.387462066957257,1.9029075326148137,4.3905724504322015,3.4857226153974565,4.37491764680499,1.5010705478573667,2.138749297964756,0.7865274068999075,4.5403683548672875,1.3843901205964055,4.464897499096768,0.9804132582918128,2.657625190248842,5.247128778350382,4.549075370067552,5.372381354476276
2026-01-02 15:00:00,0.9337361772346214,0.9442514711074543,6.266768805339347,1.35534444911245,3.2229176528636407,3.1052479720557993,1.7459973361253907,4.183374672214119,2.731523422916477,2.0190724287943453,1.5671806289851922,2.0204140369350285,2.2756166068944785,2.4575282199405417,2.121014448510269,3.4117765994910942,1.3497241996187195,3.883816446740409,1.3639607054582836,3.3550353559898363,3.6022390342059425,3.384584465086699,2.9973374997374225,1.3843901205964055,2.6071936769759056,2.1098977382873723,2.259503070471463,2.7612888329092145,5.95244347345457,1.1938625232169502
2026-01-02 16:00:00,1.291663318053451,1.7428088984602073,3.083568012575276,4.709031157048653,1.1102068855127218,2.7483653661712757,4.0279654871589585,6.157170086249399,4.205523826755483,1.337834808975538,1.3678139067042194,2.5484700717896476,2.6168952530869376,1.9046410115156047,4.692416452793359,4.625177871234738,1.3497241996187195,2.6014804902780853,4.222499254900168,4.008483958623839,4.2962509927612285,1.6994421930942754,2.801011388018621,3.895236357720948,2.4938108035752906,2.042635918398949,1.0635992763954614,5.184283905567766,2.450696810493814,3.409638014180733
2026-01-02 17:00:00,0.9324989393659854,2.0975649308120774,3.213868042503097,3.00005408049101,3.5465854773273118,2.7000708720743773,1.6924938542090688,4.797176555771247,4.628655167248183,2.2900505920563625,1.5734037883689838,2.149072513056797,2.0633758251977223,1.9885728432207659,1.3945939766253013,1.1493928612839608,2.697117391223042,3.4551282091426256,3.1467935239239933,3.070855434781626,4.104524258989057,3.384584465086699,3.6828288463900285,3.7045025341638693,4.262816246536863,2.3971652664460175,4.631113683209839,1.9848418781200676,3.5470101373583076,1.2169738432127926
2026-01-02 18:00:00,3.7755549271175384,3.6314762983420907,3.1665571994250206,2.0000340441605746,2.6283674622807487,5.023313718387407,4.0279654871589585,4.354094095574091,1.123596329414449,3.2780550515526197,1.1649724719051593,5.198754239265723,1.8624579586535788,2.274179493359591,2.1580075177610283,5.172267875777822,1.3497241996187195,1.300596944953785,4.984562305846068,2.325900055670594,4.010826389711734,2.187475211949399,3.0416730100170626,4.8849394102350745,1.3517490937354675,0.7959311910809073,1.0635992763954614,2.17799024668859,3.3117169907159063,3.941214764949728
2026-01-02 19:00:00,1.613966984066995,2.3481014945935934,3.399332319576792,0.0,2.560433894379356,1.9933694850496864,2.277472514101312,4.491684589107788,3.7765210505543894,1.8480529408004105,0.0,0.0,4.2177041428405655,1.024225213013932,6.213154841797186,3.8221565852896124,0.0,2.934270472626082,2.9922105902442464,5.789137879439885,1.9631261391601542,1.8480935405417365,2.307218249367361,1.3843901205964055,1.5347863523866714,1.2693733987136793,1.0635992763954614,2.0986202224422366,3.3784054014955234,1.1938625232169502
2026-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,5.8163950845154115,2.4068581870474093,0.0,2.5190475141931707,2.754265501415979,0.0,0.0,2.8146513569047906,0.0,3.70893271558191,0.0,0.0,0.0,1.717820358394978,1.501960583812455,1.1362607653070131,1.3369930509057668,0.0,1.3843901205964055,1.3517490937354675,2.24146665719269,0.0,3.864355912889477,4.877927183982981,3.474777115969356
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.286840980382975,0.0,2.4277707051919495,0.0,0.0,3.858876141366373,0.0,1.9415623314039043,0.0,0.0,4.039350040076292,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1018208738809636,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.7143048780301126,0.0,1.4860246314337062,0.0,0.0,4.677735732077964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,0.7143048780301126,1.1459141000025486,1.7097393560179996,1.2300457023488975,0.0,2.239280276919865,0.9439438018722003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3179767460772986,0.0,0.0,0.0,3.573314251842412,3.682218066060369,0.0,0.0,0.0,2.4123199386365792,2.5586088042359916,1.0886521965265452,0.8221137161648931,0.0,2.9393008597656562
2026-01-03 09:00:00,1.5634102203870361,4.126476851406602,1.6015424478174543,0.4334302566695745,2.2860031975989945,2.5763046857801895,1.3306040343177115,0.7720301004999578,0.0,0.8044237925538884,0.0,0.765713912307789,1.0061037619154043,0.9431868137142265,0.0,0.724423112246305,1.697632472672638,2.937892672898971,3.280412743059274,3.0175849749763257,2.557070595212981,1.5216663322943413,4.8700385915135245,1.1394832575987737,1.2771126619676518,0.8192985818493008,2.3328959523208574,2.344282686714146,0.0,3.0079566682358942
2026-01-03 10:00:00,2.091489598499574,1.1459141000025486,0.7691748778827472,0.6944448871626705,2.095917471522588,3.8080261640713227,3.9926161918118446,2.3357316488811635,0.0,1.3207098822880083,3.803835979742986,2.9035512120924887,1.7901712016134521,0.47462037782306543,1.6452763202244918,2.2265642540628847,1.587213638319811,3.506061149490045,2.9202830020098696,1.800037377062867,0.8861328708339653,1.401876753757257,1.2443325229747066,0.5684894442929841,0.6923930879028872,1.7035366542144619,3.3407275401576273,1.6756399011804695,1.1296923679397428,1.4249928849335807
2026-01-03 11:00:00,1.5385539227171239,1.8632895376815262,1.5058771935717736,0.4334302566695745,1.1078932942462585,2.11822731092639,2.6481559324238795,3.398727338042644,1.9380034569442761,1.574418941225224,1.46231708370387,2.653917463291417,3.4068389875897327,0.7524065341091338,5.6745245689427275,1.2812260644042677,1.3338392995356856,1.6047021647718551,3.265785803100893,1.7215760010744379,2.814110647007797,2.5775987984349658,3.384521432451735,1.0692249285254487,0.6923930879028872,0.8192985818493008,3.3648672868495946,3.3905253046044757,1.1277077887415665,2.5116238757491582
2026-01-03 12:00:00,1.258705265302403,2.4075297223829097,2.033263290208057,1.4876348782213675,1.9456452631844827,4.856542479243794,4.2477471084249006,3.4741354522498096,1.2221122525419426,0.9219232906177325,2.4088329772908033,2.2055739322114545,3.0577140891461365,0.47462037782306543,2.5078675489282616,0.8598689901912145,1.8889705577237603,1.79731271243006,1.0234155122950606,1.8882207066547372,1.8940352848679298,0.7032128951034755,5.101600764995808,0.5684894442929841,1.7368508627705568,1.0639991760645413,3.5722296114780323,3.699511722742019,0.8240078548682259,2.4425506098811107
2026-01-03 13:00:00,1.0778813861938952,3.9681855554388616,1.7077410687846937,1.5631068134055637,0.8463226059367742,4.584349429859383,1.0048235218530521,2.063826124615052,2.556235643755051,0.9224383444429858,3.2149451440498438,3.314450352684353,1.28996372478569,1.503050602515265,3.518078600596174,1.8655820086847663,0.9229886471785216,1.9629133345312335,1.0234155122950606,3.2832506487558546,3.5995179036556726,0.9081435226412017,5.599496353386179,0.5684894442929841,0.6923930879028872,2.5299030520783217,0.8986695904133891,2.448000385347689,1.1866562157010394,2.2472530066788288
2026-01-03 14:00:00,0.7143048780301126,2.6821535338876004,2.4728256251532676,1.4169471660314694,2.5049306835789147,1.3043271029994075,2.016726464643936,0.7720301004999578,1.0861245310532983,1.409181702448053,2.401976592777695,3.215083249666754,1.756441438233031,2.0299939560552898,4.768782596453508,0.8920548534938153,1.3295747311127686,3.3322463980183596,1.0234155122950606,1.015642318845058,2.730696872794809,3.16445802796564,3.329421118426101,1.1934315191134413,0.6923930879028872,0.8192985818493008,0.8270069768358908,2.6664864424823373,2.105355913952078,0.9942325785639784
