date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_12,Distance_km_Vehicle_13,Distance_km_Vehicle_2,Distance_km_Vehicle_3,Distance_km_Vehicle_4,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2026-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0588235294117645,0.0
2026-01-04 09:00:00,0.0,10.0,8.571428571428571,10.443983519218998,0.0,10.909090909090908,10.909090909090908,9.898200702581017,0.0,10.909090909090908,0.0,0.0,7.0588235294117645,10.0
2026-01-04 10:00:00,13.930197994482995,10.0,8.571428571428571,10.443983519218998,14.07120847037161,10.909090909090908,10.909090909090908,9.898200702581017,15.0,10.909090909090908,0.0,10.0,7.0588235294117645,10.0
2026-01-04 11:00:00,13.930197994482995,10.0,8.571428571428571,10.443983519218998,14.07120847037161,10.909090909090908,10.909090909090908,9.898200702581017,15.0,10.909090909090908,30.0,10.0,7.0588235294117645,10.0
2026-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2026-01-04 13:00:00,5.357768459416537,5.454545454545454,5.0,6.646171330412089,5.863003529321504,5.217391304347826,4.8,4.778441718487387,4.285714285714286,5.0,4.444444444444445,4.615384615384615,0.0,3.75
2026-01-04 14:00:00,5.357768459416537,5.454545454545454,5.0,6.646171330412089,5.863003529321504,5.217391304347826,4.8,4.778441718487387,4.285714285714286,5.0,4.444444444444445,4.615384615384615,6.0,3.75
2026-01-04 15:00:00,5.357768459416537,5.454545454545454,5.0,6.646171330412089,5.863003529321504,5.217391304347826,4.8,4.778441718487387,4.285714285714286,5.0,4.444444444444445,4.615384615384615,6.0,3.75
2026-01-04 16:00:00,5.357768459416537,5.454545454545454,5.0,6.646171330412089,5.863003529321504,5.217391304347826,4.8,4.778441718487387,4.285714285714286,5.0,4.444444444444445,4.615384615384615,6.0,3.75
2026-01-04 17:00:00,5.357768459416537,5.454545454545454,5.0,6.646171330412089,5.863003529321504,5.217391304347826,4.8,4.778441718487387,4.285714285714286,5.0,4.444444444444445,4.615384615384615,6.0,3.75
2026-01-04 18:00:00,5.357768459416537,5.454545454545454,5.0,6.646171330412089,5.863003529321504,5.217391304347826,4.8,4.778441718487387,4.285714285714286,5.0,4.444444444444445,4.615384615384615,6.0,3.75
2026-01-04 19:00:00,5.357768459416537,0.0,0.0,0.0,0.0,0.0,4.8,4.778441718487387,4.285714285714286,0.0,4.444444444444445,4.615384615384615,0.0,3.75
2026-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75
2026-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.998161971551309,0.0,0.0,0.0,0.0
2026-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.048097028046989,0.0,7.998161971551309,0.0,4.573997247466566,6.39740424919036,4.8
2026-01-05 07:00:00,8.054032411454573,8.094017746000583,6.632029598678609,5.454545454545454,9.733018078341486,7.320386876113021,10.08565240473553,6.048097028046989,0.0,7.998161971551309,0.0,4.573997247466566,6.39740424919036,4.8
2026-01-05 08:00:00,8.054032411454573,8.094017746000583,6.632029598678609,5.454545454545454,9.733018078341486,7.320386876113021,10.08565240473553,6.048097028046989,9.98082452961958,7.998161971551309,10.306063787713375,4.573997247466566,6.39740424919036,4.8
2026-01-05 09:00:00,8.054032411454573,8.094017746000583,6.632029598678609,5.454545454545454,9.733018078341486,7.320386876113021,10.08565240473553,6.048097028046989,9.98082452961958,7.998161971551309,10.306063787713375,4.573997247466566,6.39740424919036,4.8
2026-01-05 10:00:00,8.054032411454573,8.094017746000583,6.632029598678609,5.454545454545454,9.733018078341486,7.320386876113021,10.08565240473553,6.048097028046989,9.98082452961958,7.998161971551309,10.306063787713375,4.573997247466566,6.39740424919036,4.8
2026-01-05 11:00:00,8.054032411454573,8.094017746000583,6.632029598678609,5.454545454545454,9.733018078341486,7.320386876113021,10.08565240473553,6.048097028046989,9.98082452961958,7.998161971551309,10.306063787713375,4.573997247466566,6.39740424919036,4.8
2026-01-05 12:00:00,8.054032411454573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.998161971551309,0.0,4.573997247466566,0.0,0.0
2026-01-05 13:00:00,6.10995562248278,7.160092621462054,6.632029598678609,5.217391304347826,7.570125172043378,0.0,0.0,7.639701509111986,7.8110800666588025,10.906584506660876,9.790760598327706,5.568344475176689,5.159196975153516,0.0
2026-01-05 14:00:00,6.10995562248278,7.160092621462054,6.632029598678609,5.217391304347826,7.570125172043378,6.654897160102746,8.82494585414359,7.639701509111986,7.8110800666588025,10.906584506660876,9.790760598327706,5.568344475176689,5.159196975153516,4.615384615384615
2026-01-05 15:00:00,6.10995562248278,7.160092621462054,6.632029598678609,5.217391304347826,7.570125172043378,6.654897160102746,8.82494585414359,7.639701509111986,7.8110800666588025,10.906584506660876,9.790760598327706,5.568344475176689,5.159196975153516,4.615384615384615
2026-01-05 16:00:00,6.10995562248278,7.160092621462054,6.632029598678609,5.217391304347826,7.570125172043378,6.654897160102746,8.82494585414359,7.639701509111986,7.8110800666588025,10.906584506660876,9.790760598327706,5.568344475176689,5.159196975153516,4.615384615384615
2026-01-05 17:00:00,6.10995562248278,7.160092621462054,6.632029598678609,5.217391304347826,7.570125172043378,6.654897160102746,8.82494585414359,7.639701509111986,7.8110800666588025,10.906584506660876,9.790760598327706,5.568344475176689,5.159196975153516,4.615384615384615
2026-01-05 18:00:00,6.10995562248278,7.160092621462054,0.0,5.217391304347826,7.570125172043378,6.654897160102746,8.82494585414359,0.0,7.8110800666588025,10.906584506660876,0.0,5.568344475176689,5.159196975153516,4.615384615384615
2026-01-05 19:00:00,6.10995562248278,7.160092621462054,0.0,0.0,7.570125172043378,0.0,8.82494585414359,0.0,0.0,0.0,0.0,0.0,5.159196975153516,4.615384615384615
2026-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159196975153516,0.0
2026-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,6.020400140340855,0.0,0.0,0.0,0.0,6.03308806861206,0.0,0.0,0.0
2026-01-06 06:00:00,0.0,6.647759517081572,8.492065741281886,7.233295143635999,0.0,6.020400140340855,7.287728781808659,6.121693424259519,5.238903405528134,0.0,6.03308806861206,0.0,8.726566983726219,5.665527744390674
2026-01-06 07:00:00,0.0,6.647759517081572,8.492065741281886,7.233295143635999,0.0,6.020400140340855,7.287728781808659,6.121693424259519,5.238903405528134,6.0,6.03308806861206,0.0,8.726566983726219,5.665527744390674
2026-01-06 08:00:00,11.790993467263949,6.647759517081572,8.492065741281886,7.233295143635999,6.996027663676303,6.020400140340855,7.287728781808659,6.121693424259519,5.238903405528134,6.0,6.03308806861206,9.851808647131438,8.726566983726219,5.665527744390674
2026-01-06 09:00:00,11.790993467263949,6.647759517081572,8.492065741281886,7.233295143635999,6.996027663676303,6.020400140340855,7.287728781808659,6.121693424259519,5.238903405528134,6.0,6.03308806861206,9.851808647131438,8.726566983726219,5.665527744390674
2026-01-06 10:00:00,11.790993467263949,6.647759517081572,8.492065741281886,7.233295143635999,6.996027663676303,6.020400140340855,7.287728781808659,6.121693424259519,5.238903405528134,6.0,6.03308806861206,9.851808647131438,8.726566983726219,5.665527744390674
2026-01-06 11:00:00,11.790993467263949,6.647759517081572,8.492065741281886,7.233295143635999,6.996027663676303,6.020400140340855,7.287728781808659,6.121693424259519,5.238903405528134,6.0,6.03308806861206,9.851808647131438,8.726566983726219,5.665527744390674
2026-01-06 12:00:00,0.0,0.0,0.0,0.0,0.0,6.020400140340855,0.0,0.0,0.0,0.0,0.0,9.851808647131438,0.0,5.665527744390674
2026-01-06 13:00:00,8.7150821279777,6.924749496959971,0.0,0.0,6.62781568137755,9.505894958432929,8.238302101175007,5.5095240818335665,4.656803027136119,0.0,6.9983821595899895,10.370324891717303,7.7915776640412675,6.609782368455787
2026-01-06 14:00:00,8.7150821279777,6.924749496959971,7.278913492527331,7.89086742942109,6.62781568137755,9.505894958432929,8.238302101175007,5.5095240818335665,4.656803027136119,6.666666666666667,6.9983821595899895,10.370324891717303,7.7915776640412675,6.609782368455787
2026-01-06 15:00:00,8.7150821279777,6.924749496959971,7.278913492527331,7.89086742942109,6.62781568137755,9.505894958432929,8.238302101175007,5.5095240818335665,4.656803027136119,6.666666666666667,6.9983821595899895,10.370324891717303,7.7915776640412675,6.609782368455787
2026-01-06 16:00:00,8.7150821279777,6.924749496959971,7.278913492527331,7.89086742942109,6.62781568137755,9.505894958432929,8.238302101175007,5.5095240818335665,4.656803027136119,6.666666666666667,6.9983821595899895,10.370324891717303,7.7915776640412675,6.609782368455787
2026-01-06 17:00:00,8.7150821279777,6.924749496959971,7.278913492527331,7.89086742942109,6.62781568137755,9.505894958432929,8.238302101175007,5.5095240818335665,4.656803027136119,6.666666666666667,6.9983821595899895,10.370324891717303,7.7915776640412675,6.609782368455787
2026-01-06 18:00:00,8.7150821279777,6.924749496959971,7.278913492527331,7.89086742942109,0.0,0.0,8.238302101175007,5.5095240818335665,4.656803027136119,0.0,6.9983821595899895,0.0,7.7915776640412675,6.609782368455787
2026-01-06 19:00:00,0.0,0.0,7.278913492527331,0.0,0.0,0.0,0.0,5.5095240818335665,4.656803027136119,0.0,0.0,0.0,7.7915776640412675,0.0
2026-01-06 20:00:00,0.0,0.0,7.278913492527331,0.0,0.0,0.0,0.0,5.5095240818335665,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.615168688193652,0.0,0.0,0.0,0.0,0.0
