date,Consumption_kWh_Vehicle_0,Consumption_kWh_Vehicle_1,Consumption_kWh_Vehicle_10,Consumption_kWh_Vehicle_11,Consumption_kWh_Vehicle_2,Consumption_kWh_Vehicle_3,Consumption_kWh_Vehicle_4,Consumption_kWh_Vehicle_5,Consumption_kWh_Vehicle_6,Consumption_kWh_Vehicle_7,Consumption_kWh_Vehicle_8,Consumption_kWh_Vehicle_9
2026-01-01 11:00:00,5.800791043817251,1.1816538008885138,1.6724122260011767,2.8427055259863536,1.854448595728486,2.342235414350131,2.5639086249709497,1.2639520045986425,5.274340513925461,3.4157376784027145,2.3297371328414966,1.1714678417231967
2026-01-01 12:00:00,4.223677626999802,2.083634107587098,3.365525898082693,4.8304248914906145,3.220354370870055,0.9371981370589988,3.015304308574442,1.3597508730401144,2.728576301305675,1.1503425668412872,1.7359854100500474,4.954236107521183
2026-01-01 13:00:00,1.8206243867365215,2.7458372440842895,3.320864866610154,1.0734277536645809,3.7262752353686386,0.9371981370589988,1.2165503671061286,3.126161309942794,1.2281232833394953,4.626870734592753,3.0007594172891676,2.437576264645092
2026-01-01 14:00:00,3.786793594686363,1.1816538008885138,2.588832494409013,2.539292842181685,5.01482407076846,2.7976339568353192,3.3037609925728053,4.082422126846404,4.2805082503581815,3.666755413825917,4.783876058731468,3.8056665802741025
2026-01-01 15:00:00,1.8323912626174916,1.2894375534022429,2.5367281464934526,2.3509670322511353,1.8415484886093934,3.1163614865522877,2.491377929530294,3.7174379644650344,3.545396134331871,2.199690242729762,3.899476659141841,1.9517313669544536
2026-01-01 16:00:00,1.8278994167511047,2.9410432281624677,3.7871445891709397,4.538009859068135,1.114405349059658,2.690135949712756,3.232417886355743,3.6045413792937047,3.410197727670234,4.669282593916829,2.61593390959552,4.129760183520564
2026-01-01 17:00:00,3.202795594140376,1.1816538008885138,2.3451560649032763,2.953936755312798,1.114405349059658,1.097989449477474,3.7151336343709604,1.2639520045986425,4.894475218963411,2.7439620180843978,4.2021417183418714,2.1979031007834746
2026-01-01 18:00:00,1.4232885365796593,1.4444221855569959,2.5284098944721225,4.8304248914906145,2.4068582599844954,2.393405912341865,1.5832358531135111,2.03881340212631,5.526554775027729,3.754434518753071,2.8474009237717244,5.271605287754386
2026-01-01 19:00:00,1.4232885365796593,1.7106710963594876,2.491447972602257,4.065249995778644,3.412701437540296,4.0509525657153445,1.2165503671061286,1.5759114238539376,0.0,3.052757322489197,3.401338736659898,3.065955414335266
2026-01-01 20:00:00,1.6403080465624822,0.0,2.5067965076040575,2.1544944333532747,2.4800174428133848,0.0,4.679614995586376,3.988365851819491,0.0,1.6577861511787333,4.397651812770486,3.4115829049314508
2026-01-01 21:00:00,0.0,0.0,1.1566949708278491,0.0,1.114405349059658,0.0,2.516673653822073,1.2639520045986425,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,4.42241381441097,0.0,0.0,3.3767607311022325,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,3.327626693622536,0.0,0.0,0.0,0.0,0.0,0.0,2.152098162185396,4.786196743779576,2.2971238399735308,3.7962025019137093,0.0
2026-01-02 08:00:00,1.3680317614105277,0.0,6.266768805339347,0.0,4.3759148612833565,3.6880682372179416,0.0,0.7959311910809073,1.8762660070042951,1.2354464337107238,5.95244347345457,1.5848592405876567
2026-01-02 09:00:00,1.707838727932525,0.0,5.499078086631855,1.35534444911245,1.1943593980639988,2.81908400113847,0.0,1.2233330694061961,1.2905689095617883,2.320903052324923,5.95244347345457,2.502886354063944
2026-01-02 10:00:00,0.8487521610647436,1.4871072759663884,1.3926152900754103,5.692165408497373,1.1943593980639988,4.000861532781343,1.5033890546879578,0.7959311910809073,1.0635992763954614,4.275811148574289,3.718203733339748,5.372381354476276
2026-01-02 11:00:00,0.9989113402884683,3.025113914017196,3.030524466115372,3.131779751957974,3.655217764538242,1.4101867382890383,4.433364516744146,0.7959311910809073,1.0635992763954614,5.559508951698257,3.7642479611823854,1.5372033015218494
2026-01-02 12:00:00,1.7581131494918627,0.8069947329649091,1.463673136829031,5.190526690923104,1.1943593980639988,5.2226112757050105,1.3517490937354675,0.7959311910809073,1.713424524740192,3.615756301401525,3.7614512551931814,5.205983144061894
2026-01-02 13:00:00,0.8487521610647436,1.4313479872115222,5.906782178199664,3.0615726847315647,5.374617291287994,2.9904091884679267,3.2644943702575415,1.8985832285514288,2.895555296511926,3.666815890882291,1.322765216323238,3.9111428445232077
2026-01-02 14:00:00,2.0648678485401386,2.7192777678425317,6.266768805339347,5.310545520901443,1.3648564335337285,1.3843901205964055,4.464897499096768,0.9804132582918128,2.657625190248842,5.247128778350382,4.549075370067552,5.372381354476276
2026-01-02 15:00:00,0.9337361772346214,0.9442514711074543,6.266768805339347,1.35534444911245,2.2756166068944785,1.3843901205964055,2.6071936769759056,2.1098977382873723,2.259503070471463,2.7612888329092145,5.95244347345457,1.1938625232169502
2026-01-02 16:00:00,1.291663318053451,1.7428088984602073,3.083568012575276,4.709031157048653,2.6168952530869376,3.895236357720948,2.4938108035752906,2.042635918398949,1.0635992763954614,5.184283905567766,2.450696810493814,3.409638014180733
2026-01-02 17:00:00,0.9324989393659854,2.0975649308120774,3.213868042503097,3.00005408049101,2.0633758251977223,3.7045025341638693,4.262816246536863,2.3971652664460175,4.631113683209839,1.9848418781200676,3.5470101373583076,1.2169738432127926
2026-01-02 18:00:00,3.7755549271175384,3.6314762983420907,3.1665571994250206,2.0000340441605746,1.8624579586535788,4.8849394102350745,1.3517490937354675,0.7959311910809073,1.0635992763954614,2.17799024668859,3.3117169907159063,3.941214764949728
2026-01-02 19:00:00,1.613966984066995,2.3481014945935934,3.399332319576792,0.0,4.2177041428405655,1.3843901205964055,1.5347863523866714,1.2693733987136793,1.0635992763954614,2.0986202224422366,3.3784054014955234,1.1938625232169502
2026-01-02 20:00:00,0.0,0.0,0.0,0.0,2.8146513569047906,1.3843901205964055,1.3517490937354675,2.24146665719269,0.0,3.864355912889477,4.877927183982981,3.474777115969356
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,3.858876141366373,0.0,1.9415623314039043,0.0,0.0,4.039350040076292,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,3.1018208738809636,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.7143048780301126,0.0,1.4860246314337062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,0.7143048780301126,1.1459141000025486,1.7097393560179996,1.2300457023488975,0.0,0.0,2.4123199386365792,2.5586088042359916,1.0886521965265452,0.8221137161648931,0.0,2.9393008597656562
2026-01-03 09:00:00,1.5634102203870361,4.126476851406602,1.6015424478174543,0.4334302566695745,1.0061037619154043,1.1394832575987737,1.2771126619676518,0.8192985818493008,2.3328959523208574,2.344282686714146,0.0,3.0079566682358942
2026-01-03 10:00:00,2.091489598499574,1.1459141000025486,0.7691748778827472,0.6944448871626705,1.7901712016134521,0.5684894442929841,0.6923930879028872,1.7035366542144619,3.3407275401576273,1.6756399011804695,1.1296923679397428,1.4249928849335807
2026-01-03 11:00:00,1.5385539227171239,1.8632895376815262,1.5058771935717736,0.4334302566695745,3.4068389875897327,1.0692249285254487,0.6923930879028872,0.8192985818493008,3.3648672868495946,3.3905253046044757,1.1277077887415665,2.5116238757491582
2026-01-03 12:00:00,1.258705265302403,2.4075297223829097,2.033263290208057,1.4876348782213675,3.0577140891461365,0.5684894442929841,1.7368508627705568,1.0639991760645413,3.5722296114780323,3.699511722742019,0.8240078548682259,2.4425506098811107
2026-01-03 13:00:00,1.0778813861938952,3.9681855554388616,1.7077410687846937,1.5631068134055637,1.28996372478569,0.5684894442929841,0.6923930879028872,2.5299030520783217,0.8986695904133891,2.448000385347689,1.1866562157010394,2.2472530066788288
2026-01-03 14:00:00,0.7143048780301126,2.6821535338876004,2.4728256251532676,1.4169471660314694,1.756441438233031,1.1934315191134413,0.6923930879028872,0.8192985818493008,0.8270069768358908,2.6664864424823373,2.105355913952078,0.9942325785639784
2026-01-03 15:00:00,0.7143048780301126,2.2530880775420186,1.9267132346486546,0.5203900605901384,1.453577668309815,2.5582024993184285,1.0778207529826005,2.3702907785535596,1.7192429452539344,0.8221137161648931,2.696925994716671,1.7414125185901963
2026-01-03 16:00:00,0.9223305145076184,5.156613450011468,0.5896474275156925,1.8187798266649984,1.0061037619154043,0.5684894442929841,1.3884261503331705,1.6988835140451843,2.8848864877961877,2.591938194323144,1.5480703438632475,1.9204113255110449
2026-01-03 17:00:00,2.4021871891247515,2.9090501309620804,0.9735392896686178,1.5884895187028016,2.2411111885192403,1.3588762438472832,0.6923930879028872,1.0529584302002613,2.1887524004424543,3.0917962606529343,0.6237598310834735,2.6280133803181345
2026-01-03 18:00:00,1.7065021866899093,4.033074615387473,1.3073035268553497,1.518555652698197,2.6493797956241494,0.6831345210723287,2.1787341093285795,0.8192985818493008,3.1421406925477235,1.857995426389596,0.6237598310834735,2.3094936498275223
2026-01-03 19:00:00,0.7143048780301126,2.9223099879949928,0.7939842278815343,0.0,2.464900008552622,0.5684894442929841,0.7416013677913966,1.0445803061509535,3.7215313957615086,2.744099513341461,1.842998707968268,1.0453046755163167
2026-01-03 20:00:00,0.0,3.125756304412141,1.2343080019177723,0.0,0.0,0.9694798279143565,0.6923930879028872,0.8192985818493008,2.1922891376546976,0.0,2.8069192398756306,0.0
2026-01-03 21:00:00,0.0,5.156613450011468,0.0,0.0,0.0,0.0,2.9864446492527836,0.0,0.0,0.0,0.6237598310834735,0.0
2026-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4820604995679239,0.0
2026-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.8720895822994071,0.0,0.0,0.0,4.624738013068851,0.0,0.0
2026-01-04 08:00:00,0.0,0.0,1.456755269287619,1.9331282567069927,0.0,2.289102320435067,1.5933972248748254,1.2115440025868869,1.5572505567958153,3.672797085919977,0.0,4.273327136192173
2026-01-04 09:00:00,3.3220515422495605,0.7740676428802672,0.38315965487843273,1.9331282567069927,0.3720254130691805,2.300863219230239,1.1748163202319535,1.0196585419451598,3.131774828274588,3.3178752726712317,1.5919407911812082,7.2631205145687705
2026-01-04 10:00:00,3.1861498525799608,1.474010651576829,1.7242184469529471,0.5054886029408137,0.3720254130691805,0.8720895822994071,0.6825504735280307,1.0196585419451598,1.7972213948989422,4.295514450661429,1.2775483913165446,6.761601340489954
2026-01-04 11:00:00,0.9984183021480226,0.7740676428802672,1.684628660347361,0.8934333966813787,0.5546978602068496,0.8720895822994071,1.4965357271319346,2.477097086832053,0.7908706349344938,3.6483515613660975,1.4442643169872098,7.2631205145687705
2026-01-04 12:00:00,1.4955558420389858,0.8844583024293752,0.826224278726362,0.7451485205775578,0.9221332100029577,0.8720895822994071,2.7402995968522044,2.8672559349206463,1.1670967808645178,1.6106224904929198,3.867904268700872,7.146661062410034
2026-01-04 13:00:00,2.368422520422049,0.7740676428802672,1.060825181842034,0.7875769559057023,0.3720254130691805,0.9331230745595871,0.6825504735280307,1.0196585419451598,3.558917857205222,1.7894709412214038,5.748967760924451,2.065335960583835
2026-01-04 14:00:00,3.2464760195784397,0.7740676428802672,1.532862804088775,1.0346846065674464,1.6741143588113125,2.909282514823462,2.5813702253252897,2.852442646237951,3.558917857205222,1.7546189822303193,3.2948652155462965,3.1181106136232435
2026-01-04 15:00:00,1.2639248510629992,0.7740676428802672,1.1045190138710272,0.42958405704599834,0.9895844242497789,2.0868199035376485,0.9564915558189473,1.7001974670035231,3.442028749369784,4.624738013068851,3.629013095874992,2.2765857553086715
2026-01-04 16:00:00,1.6639394779703578,1.5341089630044282,0.5006408174893088,1.8566676648881972,0.3720254130691805,1.4266689845063778,0.6864752472721574,1.0196585419451598,2.2762538438563453,3.5117495749439103,2.1736710731515227,7.2631205145687705
2026-01-04 17:00:00,0.9984183021480226,0.9071941151445936,0.5621179597683665,1.4917413105805728,1.029765293221293,1.0491149524038221,0.9110503340448324,4.540751496992843,1.1145122570669497,2.3822751949755894,5.748967760924451,7.2631205145687705
2026-01-04 18:00:00,0.9984183021480226,2.4952550889867195,0.7476825011962764,1.7353088372777739,0.7945877150092253,0.8720895822994071,1.702132323750574,3.8819429194439667,0.8942631066151722,1.6313377896879657,3.350870116923149,6.18120725936986
2026-01-04 19:00:00,3.0243066301673225,0.0,0.6789492187172478,1.1511535009889766,1.3163962121103092,0.8720895822994071,2.569698578828135,2.4603083730979347,2.996604398122866,0.0,0.0,6.268865054111182
2026-01-04 20:00:00,0.0,0.0,0.38315965487843273,0.42958405704599834,0.3921820129709647,1.196956627707195,0.6825504735280307,0.0,1.854845657995997,0.0,0.0,0.0
2026-01-04 21:00:00,0.0,0.0,1.3528818163238416,1.1036319628048146,0.8680729187683062,0.8720895822994071,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,1.9816390652207583,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.369380130451404,0.0,0.0,0.0
2026-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6816232899346595,0.0,0.0,0.0
2026-01-05 08:00:00,0.0,0.0,0.0,0.0,2.8998029012887576,0.0,0.0,0.0,4.506062838333057,1.4478929285495044,3.255127118992653,1.2958560465554583
2026-01-05 09:00:00,0.0,0.0,7.064187297003365,3.355946365816744,2.1486558066685477,0.0,1.1296127796053044,2.4177471937982,3.7819055056915087,2.2386252586172484,4.205491847262909,4.25901271335155
2026-01-05 10:00:00,1.355860680035222,2.6261193490896075,4.325505392324547,1.6071953888378445,3.0684447473860956,1.592548588566359,2.334042607498017,1.9399360505640275,1.0567215998431847,3.4667270949848223,4.721394697804797,1.2958560465554583
2026-01-05 11:00:00,3.148036413320394,4.045854249479196,3.865441411739706,1.454857244352577,1.6959088214390325,3.3035806244588017,5.083257508223871,4.42743143698237,2.656286893310202,2.715818716374901,3.708286476236415,3.2630291233636455
2026-01-05 12:00:00,5.243133478485503,4.348220867824379,4.040984831880456,2.290595819930888,0.9514221680938073,1.592548588566359,1.4710115426827823,1.8364279614966084,1.456179097941201,1.9385416219647562,4.281611414324105,3.174473386015412
2026-01-05 13:00:00,2.4407536231796083,3.005261186908414,3.3673452260271004,1.4422633559540714,1.2500268795587748,1.592548588566359,2.2930048924386175,3.0877473986967767,2.9820061323729106,1.602935373674807,4.501159463059007,3.5383253736076115
2026-01-05 14:00:00,5.2905093872421505,4.406769878818863,6.464376685556042,2.244182183107502,2.121511649905429,6.7724913596400835,2.871797578974316,1.0369562942768913,3.2876569239004967,1.2151930125230377,1.330029386686855,5.542140222055114
2026-01-05 15:00:00,1.3044502917529919,4.958540840733057,6.8205581079978845,5.015336294059462,0.9514221680938073,1.5975537167182112,1.8401382165682887,1.0369562942768913,1.666734532967584,1.6878013124373756,5.660085934611597,3.2377368899283785
2026-01-05 16:00:00,3.968003322783563,7.520445301286989,6.355902488760775,2.3276714770501132,1.1769202708440454,3.8128430466095216,3.1004681603839073,3.0438134095837754,2.3534052780434713,3.461246154539127,2.208681987336638,2.7713016038312985
2026-01-05 17:00:00,2.6595383630744958,5.091843256358996,3.4399217355059664,3.4095873902665184,2.6764750244937057,1.9273716243558716,1.1296127796053044,2.8654446404088145,3.329454435265013,3.304197559241036,3.675381549233572,2.603369598845268
2026-01-05 18:00:00,1.9721396522879606,7.637613614936079,1.7808921003000895,3.3565931840412753,0.9514221680938073,5.821904457397043,3.5876661518322965,1.0369562942768913,3.4528327572758277,2.637486482890629,2.4734982600347406,3.7108143453100917
2026-01-05 19:00:00,2.6679314725679357,0.0,6.8568174377932625,2.9523443404968717,2.443121469213379,3.2277551514370297,3.76658951209158,3.9816560708049247,2.94281377098327,1.1608970449713665,3.0605635444920503,2.565821588513001
2026-01-05 20:00:00,1.3044502917529919,0.0,5.104572512062693,0.0,2.6574111803498144,3.2001402870533697,1.1296127796053044,1.0369562942768913,2.667669338728188,0.770383798885516,1.887066693217302,2.7619857491651323
2026-01-05 21:00:00,2.113402365750627,0.0,2.5568573419403893,0.0,0.0,0.0,0.0,0.0,3.2729055618063105,2.949549669325487,5.075463114869203,2.0522630891275573
2026-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7740296979760886,2.5288532419331204,0.0,0.0
2026-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.730857258303567,0.0,0.0,0.0,0.0
2026-01-06 07:00:00,0.0,0.0,3.413481455514109,0.0,0.0,0.0,0.0,1.007630083414036,0.0,0.0,0.0,0.0
2026-01-06 08:00:00,0.0,0.0,1.5912935795575172,1.6913201360783199,0.0,0.0,0.0,1.007630083414036,0.0,3.5527552270691163,0.0,0.0
2026-01-06 09:00:00,1.359534081172543,0.0,4.269388797945431,4.102254224487669,4.649357096777117,2.970805746588485,8.027790025369946,4.166237078348948,3.3874699165445006,4.694235906247139,0.0,4.20712309045402
2026-01-06 10:00:00,3.488843044627803,2.2181642008684936,4.0549026553882275,4.338148515172103,3.8364455619409727,2.2052976158654785,1.8020561798104298,2.035620932855688,1.450689280157568,4.409436688702045,4.577429792497684,3.7884555407196108
2026-01-06 11:00:00,2.607388594084199,1.1126745359541796,1.2455859990994826,6.173730682394357,7.958432510090715,3.769974553316535,1.8020561798104298,1.7108031598824487,4.589546747322855,4.868632622099886,5.720233145244203,4.015102906059641
2026-01-06 12:00:00,1.3174587930817254,1.6868659760601645,0.9487530662100958,4.062066441855739,2.033526398865862,1.1333401628802764,5.984315937928819,1.8808616384009653,2.5206245170091086,5.161604144445568,5.577458741391004,3.9335649526738874
2026-01-06 13:00:00,2.8846279276513713,2.6162889183247793,3.0938721279927313,5.1872284763690155,1.7685405577979367,1.1333401628802764,4.494443076402649,1.6129898476260958,2.905082761037431,3.908923473484317,2.8051670848781938,5.767350505760678
2026-01-06 14:00:00,2.259294602919992,2.2655759193249296,3.412940253017774,7.605549546707362,4.365873925943645,1.3265037580544603,7.335668352417127,3.306942899676323,4.779326993787543,1.7105388848781335,4.012504775127895,5.111649112858858
2026-01-06 15:00:00,3.5688414876085024,1.3997777638586693,3.238192388465872,4.924291296656302,1.7779521159706122,1.1333401628802764,1.8020561798104298,1.3329694572508222,2.0814134230827346,3.8976203858291187,1.5950470686895355,3.070862084173537
2026-01-06 16:00:00,1.100746725684924,1.1126745359541796,2.1249713817685736,6.270588713982476,1.7685405577979367,1.1333401628802764,4.9990765260680625,3.158640430883319,1.0871809429647377,4.745991041359828,3.6363812351604086,6.1543378024318836
2026-01-06 17:00:00,1.6211150205422555,1.1126745359541796,2.293889804374386,3.2804109792920193,1.7685405577979367,1.9108971979693996,1.8020561798104298,2.736705715987461,1.5917448693635938,4.676516918680656,7.177711809102909,3.2862709815294933
2026-01-06 18:00:00,1.5242836531692452,1.2473231822839763,2.7896991100816058,4.295792254059149,3.231840302936858,5.100030732961244,4.571138144936207,2.6831062879025014,2.6269648659202627,4.9178514381655685,5.68819682837156,4.0201080296511975
2026-01-06 19:00:00,1.100746725684924,2.287997775073791,1.4358767212731565,4.985945604205759,7.958432510090715,2.318057866818715,0.0,2.3835221710953385,3.33376391987794,3.8297047832507745,6.785295352661528,1.7550271889716849
2026-01-06 20:00:00,2.558360138969325,5.007035411793809,1.827376759407721,0.0,0.0,2.374031986217034,0.0,1.007630083414036,4.892314243341319,0.0,5.444924480783556,0.0
2026-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.007630083414036,0.0,0.0,2.849646345488214,0.0
2026-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8728796352254766,0.0,1.2111116075114616,0.0,0.0
2026-01-07 08:00:00,0.0,0.0,3.747939386382191,0.0,0.0,0.0,0.0,0.8829788910277979,4.839442811969122,1.2111116075114616,0.0,0.0
