date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_2,Distance_km_Vehicle_3,Distance_km_Vehicle_4,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2026-01-01 12:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,9.836078536106914,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 13:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,9.836078536106914,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 14:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,9.836078536106914,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 15:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,9.836078536106914,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 16:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,9.836078536106914,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 17:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,9.836078536106914,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 18:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,9.836078536106914,8.271994106797772,10.737641347542557,11.15602253129213,10.839787405132135,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 19:00:00,12.562374935790768,10.429633703603528,8.324382985279513,9.474397890131108,9.836078536106914,8.271994106797772,10.737641347542557,11.15602253129213,0.0,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 20:00:00,12.562374935790768,0.0,8.324382985279513,9.474397890131108,9.836078536106914,0.0,10.737641347542557,11.15602253129213,0.0,9.158333304004644,11.944531086608226,10.339729348424171
2026-01-01 21:00:00,0.0,0.0,8.324382985279513,0.0,9.836078536106914,0.0,10.737641347542557,11.15602253129213,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,9.836078536106914,0.0,0.0,11.15602253129213,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,6.885924220714484,0.0,0.0,0.0,0.0,0.0,0.0,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,0.0
2026-01-02 08:00:00,6.885924220714484,0.0,11.298284465087924,0.0,9.689834894852783,11.231553685087423,0.0,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 09:00:00,6.885924220714484,0.0,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,0.0,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 10:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 11:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 12:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 13:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 14:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 15:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 16:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 17:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 18:00:00,6.885924220714484,6.547146307988251,11.298284465087924,10.995906222903194,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 19:00:00,6.885924220714484,6.547146307988251,11.298284465087924,0.0,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,8.628978345431554,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 20:00:00,0.0,0.0,0.0,0.0,9.689834894852783,11.231553685087423,10.966737113464484,6.457387819561703,0.0,10.023173915235626,10.731590986434044,9.685803750425812
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,11.231553685087423,0.0,6.457387819561703,0.0,0.0,10.731590986434044,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,11.231553685087423,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,5.907989437316106,0.0,4.5450333364715885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,0.0,0.0,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,0.0,5.528599830385045
2026-01-03 09:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,0.0,5.528599830385045
2026-01-03 10:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 11:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 12:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 13:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 14:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 15:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 16:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 17:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 18:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,3.5848857497359896,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 19:00:00,5.907989437316106,9.477813475888437,4.5450333364715885,0.0,8.32144729941159,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,6.7996723818679055,5.159094676248152,5.528599830385045
2026-01-03 20:00:00,0.0,9.477813475888437,4.5450333364715885,0.0,0.0,4.701955335053816,5.726757825148845,6.776388509234959,6.8401443613369715,0.0,5.159094676248152,0.0
2026-01-03 21:00:00,0.0,9.477813475888437,0.0,0.0,0.0,0.0,5.726757825148845,0.0,0.0,0.0,5.159094676248152,0.0
2026-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159094676248152,0.0
2026-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,6.682524389407984,0.0,0.0,0.0,7.875063702482112,0.0,0.0
2026-01-04 08:00:00,0.0,0.0,2.93602147156851,3.291755797542757,0.0,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,0.0,12.367735549430398
2026-01-04 09:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 10:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 11:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 12:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 13:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 14:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 15:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 16:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 17:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 18:00:00,7.650538190519108,5.9314157714855344,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,7.875063702482112,9.789416657302441,12.367735549430398
2026-01-04 19:00:00,7.650538190519108,0.0,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,7.813294888181978,6.060171356343383,0.0,0.0,12.367735549430398
2026-01-04 20:00:00,0.0,0.0,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,5.230150983258837,0.0,6.060171356343383,0.0,0.0,0.0
2026-01-04 21:00:00,0.0,0.0,2.93602147156851,3.291755797542757,2.8507035822621,6.682524389407984,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,6.682524389407984,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.617873802886256,0.0,0.0,0.0
2026-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.617873802886256,0.0,0.0,0.0
2026-01-05 08:00:00,0.0,0.0,0.0,0.0,7.759126130399545,0.0,0.0,0.0,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 09:00:00,0.0,0.0,12.802336470449186,9.338522674986566,7.759126130399545,0.0,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 10:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 11:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 12:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 13:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 14:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 15:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 16:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 17:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 18:00:00,10.638173761313926,14.947945191438587,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 19:00:00,10.638173761313926,0.0,12.802336470449186,9.338522674986566,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 20:00:00,10.638173761313926,0.0,12.802336470449186,0.0,7.759126130399545,12.987699658326447,9.212322699006732,8.456681953423654,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 21:00:00,10.638173761313926,0.0,12.802336470449186,0.0,0.0,0.0,0.0,0.0,8.617873802886256,6.282705264630445,10.846778763960597,10.568085177381889
2026-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.617873802886256,6.282705264630445,0.0,0.0
2026-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.572578198796887,0.0,0.0,0.0,0.0
2026-01-06 07:00:00,0.0,0.0,7.130103500762742,0.0,0.0,0.0,0.0,7.572578198796887,0.0,0.0,0.0,0.0
2026-01-06 08:00:00,0.0,0.0,7.130103500762742,12.710670513387395,0.0,0.0,0.0,7.572578198796887,0.0,9.495272454895714,0.0,0.0
2026-01-06 09:00:00,8.272371770676534,0.0,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,0.0,10.680634639973745
2026-01-06 10:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 11:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 12:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 13:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 14:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 15:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 16:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 17:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 18:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,13.54287805104408,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 19:00:00,8.272371770676534,8.362012083615898,7.130103500762742,12.710670513387395,13.291000231248345,8.517319153641841,0.0,7.572578198796887,8.17042170768473,9.495272454895714,11.987155660824135,10.680634639973745
2026-01-06 20:00:00,8.272371770676534,8.362012083615898,7.130103500762742,0.0,0.0,8.517319153641841,0.0,7.572578198796887,8.17042170768473,0.0,11.987155660824135,0.0
2026-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.572578198796887,0.0,0.0,11.987155660824135,0.0
2026-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.883450015792416,0.0,9.441478498027532,0.0,0.0
2026-01-07 08:00:00,0.0,0.0,13.125998310988896,0.0,0.0,0.0,0.0,6.883450015792416,9.05827001433347,9.441478498027532,0.0,0.0
2026-01-07 09:00:00,7.453872744403372,13.591667136787171,13.125998310988896,0.0,10.807448950775637,11.160323319351905,10.217151782598851,6.883450015792416,9.05827001433347,9.441478498027532,7.586130878413588,0.0
2026-01-07 10:00:00,7.453872744403372,13.591667136787171,13.125998310988896,10.356157471277688,10.807448950775637,11.160323319351905,10.217151782598851,6.883450015792416,9.05827001433347,9.441478498027532,7.586130878413588,15.42565825304329
2026-01-07 11:00:00,7.453872744403372,13.591667136787171,13.125998310988896,10.356157471277688,10.807448950775637,11.160323319351905,10.217151782598851,6.883450015792416,9.05827001433347,9.441478498027532,7.586130878413588,15.42565825304329
2026-01-07 12:00:00,7.453872744403372,13.591667136787171,13.125998310988896,10.356157471277688,10.807448950775637,11.160323319351905,10.217151782598851,6.883450015792416,9.05827001433347,9.441478498027532,7.586130878413588,15.42565825304329
2026-01-07 13:00:00,7.453872744403372,13.591667136787171,13.125998310988896,10.356157471277688,10.807448950775637,11.160323319351905,10.217151782598851,6.883450015792416,9.05827001433347,9.441478498027532,7.586130878413588,15.42565825304329
