date,Consumption_km_Vehicle_0,Consumption_km_Vehicle_1,Consumption_km_Vehicle_10,Consumption_km_Vehicle_11,Consumption_km_Vehicle_2,Consumption_km_Vehicle_3,Consumption_km_Vehicle_4,Consumption_km_Vehicle_5,Consumption_km_Vehicle_6,Consumption_km_Vehicle_7,Consumption_km_Vehicle_8,Consumption_km_Vehicle_9
2026-01-01 11:00:00,0.4617591079287514,0.11329772784640002,0.20090524774732252,0.30004075815175796,0.18853535877342337,0.28315245200976696,0.23877763672538124,0.11329772784640002,0.486572320729123,0.37296498882707424,0.19504634513894925,0.11329772784640002
2026-01-01 12:00:00,0.33621649159398637,0.19978018085785545,0.4042973399991503,0.5098397753088001,0.3274022629087974,0.11329772784640002,0.2808162622478103,0.12188491635133183,0.25171861765608256,0.12560610415197265,0.14533725915757137,0.47914562756676354
2026-01-01 13:00:00,0.14492676711546645,0.263272644286211,0.3989322538958901,0.11329772784640002,0.378837483016223,0.11329772784640002,0.11329772784640002,0.28022185336880195,0.11329772784640002,0.5052088170420235,0.25122454749634415,0.23574855612797946
2026-01-01 14:00:00,0.30143930698148635,0.11329772784640002,0.3109939197880486,0.2680162762455552,0.5098397753088001,0.33820550652185255,0.3076803262132528,0.3659388563796279,0.3948885794874132,0.40037365884276815,0.4005076485668806,0.36806249487121306
2026-01-01 15:00:00,0.14586344317720742,0.12363210348957233,0.30473467534822646,0.24813893816935761,0.18722384961133828,0.3767364248955787,0.23202282967855664,0.333222522098516,0.3270724786219784,0.24018455866504754,0.3264654452206829,0.18876039219072088
2026-01-01 16:00:00,0.14550587974757365,0.28198911982367236,0.45494598168632633,0.478976069159508,0.11329772784640002,0.3252100902129575,0.3010361197336436,0.32310273389849575,0.31460005627561144,0.5098397753088001,0.21900683171467564,0.3994069906820106
2026-01-01 17:00:00,0.25495144114951296,0.11329772784640002,0.2817213082399442,0.31178094793651534,0.11329772784640002,0.13273576302178053,0.3459915929508314,0.11329772784640002,0.4515287095617857,0.29961368810245764,0.351804661721142,0.21256872658068623
2026-01-01 18:00:00,0.11329772784640002,0.13849212988735507,0.30373541185493935,0.5098397753088001,0.24469693396095243,0.28933844505220435,0.14744726536017658,0.18275450738894905,0.5098397753088001,0.4099473554987759,0.2383853248926722,0.5098397753088001
2026-01-01 19:00:00,0.11329772784640002,0.16402024701677068,0.2992952122707506,0.42907739815457424,0.3469575222496172,0.4897189859439511,0.11329772784640002,0.1412610470652581,0.0,0.3333311008842978,0.28476117747923607,0.2965218248002336
2026-01-01 20:00:00,0.13057308470305015,0.0,0.30113901679403393,0.22740172603448267,0.2521347744133576,0.0,0.435814053023606,0.3575078699090386,0.0,0.18101395703231685,0.3681728299657551,0.3299489561060313
2026-01-01 21:00:00,0.0,0.0,0.13895263743550718,0.0,0.11329772784640002,0.0,0.23437862863598485,0.11329772784640002,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.4496114786168987,0.0,0.0,0.30268500459106945,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,0.48325055387804733,0.0,0.0,0.0,0.0,0.0,0.0,0.3332768949800308,0.5546655180000001,0.22918128123885093,0.35374088583067903,0.0
2026-01-02 08:00:00,0.198670754652682,0.0,0.5546655180000001,0.0,0.4515984956160431,0.328366701582412,0.0,0.123259004,0.2174377929685787,0.123259004,0.5546655180000001,0.16362702377879404
2026-01-02 09:00:00,0.24801880955862732,0.0,0.4867179706462685,0.123259004,0.123259004,0.2509967970754998,0.0,0.18944704942458143,0.14956219124655182,0.23155370464010977,0.5546655180000001,0.2584077086998496
2026-01-02 10:00:00,0.123259004,0.2271382379452787,0.123259004,0.5176622365732125,0.123259004,0.35621621415507676,0.1370862672400674,0.123259004,0.123259004,0.42659253293758426,0.34647273997303674,0.5546655180000001
2026-01-02 11:00:00,0.14506568882699977,0.46205075795025674,0.26822872759840605,0.28481324671856884,0.3772218829528132,0.12555580268127986,0.40425556579641664,0.123259004,0.123259004,0.5546655180000001,0.35076327134912466,0.15870683952834272
2026-01-02 12:00:00,0.2553198515027284,0.123259004,0.12954826384057064,0.4720417385983013,0.123259004,0.46499455214635865,0.123259004,0.123259004,0.1985663257165701,0.3607396551211618,0.35050266637519867,0.5374859204465118
2026-01-02 13:00:00,0.123259004,0.21862165894553443,0.5228034571488988,0.27842840987081763,0.5546655180000001,0.266250714043099,0.2976723465222429,0.2940172220723605,0.3355617757512303,0.3658338089204044,0.123259004,0.4038015786094431
2026-01-02 14:00:00,0.2998679309203736,0.4153378647617373,0.5546655180000001,0.48295660341666014,0.1408544571031584,0.123259004,0.4071308952609943,0.15182815182972217,0.30798839490145097,0.5234997240120254,0.42389570901631474,0.5546655180000001
2026-01-02 15:00:00,0.13560070475735456,0.1442233649117268,0.5546655180000001,0.123259004,0.234845756567357,0.123259004,0.23773649810342462,0.3267416790262695,0.26185058995630844,0.2754904640247682,0.5546655180000001,0.123259004
2026-01-02 16:00:00,0.18758024001597676,0.26619366919199366,0.2729235595106146,0.42825312089696516,0.27006603120524025,0.3468118896936589,0.22739770068104376,0.3163254206617551,0.123259004,0.5172297666797387,0.22836286004486891,0.35202427202087766
2026-01-02 17:00:00,0.13542102838727277,0.32037850265432644,0.28445628647730165,0.2728337273595737,0.2129423099142569,0.3298299271883002,0.38870415169368494,0.3712283253584614,0.5366931631786621,0.19802528569348962,0.3305204365170209,0.125645106443468
2026-01-02 18:00:00,0.5483003887495275,0.5546655180000001,0.2802688504798926,0.1818889688232095,0.19220739866712402,0.43492997916405823,0.123259004,0.123259004,0.123259004,0.21729546599784702,0.30859515563929846,0.40690632047716874
2026-01-02 19:00:00,0.23438639931758204,0.35864503161150485,0.30087154647954223,0.0,0.435271001890961,0.123259004,0.13994922432327908,0.19657691843570244,0.123259004,0.20937681418978968,0.31480937036886825,0.123259004
2026-01-02 20:00:00,0.0,0.0,0.0,0.0,0.2904746455896711,0.123259004,0.123259004,0.34711662359855444,0.0,0.38554213920358116,0.45453905112012166,0.35874948589750194
2026-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.34357456230565453,0.0,0.30067302532491974,0.0,0.0,0.3763980611246265,0.0
2026-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.276170239741575,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 07:00:00,0.1209049010004,0.0,0.3269557165860835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 08:00:00,0.1209049010004,0.1209049010004,0.376177517180833,0.3431199174030818,0.0,0.0,0.42123659010740166,0.3775770531381256,0.15915631878765754,0.1209049010004,0.0,0.5316537550088781
2026-01-03 09:00:00,0.26462644135959484,0.4353827875917121,0.3523719914144277,0.1209049010004,0.1209049010004,0.2423424248851849,0.2230079743130151,0.1209049010004,0.34105946147968,0.34476406436366563,0.0,0.5440720545018
2026-01-03 10:00:00,0.35401038215967096,0.1209049010004,0.16923415538242784,0.19371464968271673,0.21512738556188837,0.1209049010004,0.1209049010004,0.25139300261383446,0.48840015117819097,0.24642950528745364,0.21897104799039838,0.2577493268913868
2026-01-03 11:00:00,0.260419206743887,0.1965948731130588,0.3313236850185174,0.1209049010004,0.40940462217799906,0.22740006068416024,0.1209049010004,0.1209049010004,0.4919292794270645,0.4986306860380059,0.218586372127148,0.45429655840622374
2026-01-03 12:00:00,0.21305137367920043,0.2540174195775921,0.4473593788393475,0.4149741392263129,0.3674497931822927,0.1209049010004,0.3032869410232855,0.1570156691303204,0.522244768936398,0.5440720545018,0.1597194675767162,0.4418027502111681
2026-01-03 13:00:00,0.18244470434997215,0.4186815414266094,0.3757378532476181,0.4360269538633635,0.15501675109772114,0.1209049010004,0.1209049010004,0.37334090993019864,0.1313816701724897,0.36001740199653715,0.23001249059534828,0.40647778381932853
2026-01-03 14:00:00,0.1209049010004,0.2829928591347573,0.5440720545018,0.3952558784156011,0.2110740325612864,0.25381600505989965,0.1209049010004,0.1209049010004,0.1209049010004,0.39214925260117306,0.40808631088800945,0.17983442626823906
2026-01-03 15:00:00,0.1209049010004,0.23772234843763024,0.4239161942306908,0.1451622441882458,0.17467846830113284,0.5440720545018,0.188207845676552,0.3497867301031063,0.25134600301299664,0.1209049010004,0.5227517934751211,0.31498255833591665
2026-01-03 16:00:00,0.15611580289598767,0.5440720545018,0.1297344560234731,0.5073466641995336,0.1209049010004,0.1209049010004,0.24244541025219335,0.2507063329869475,0.4217581289808201,0.38118574671845074,0.3000662792622078,0.34735943718634016
2026-01-03 17:00:00,0.4065997772358954,0.3069326209428689,0.21419849263952775,0.4431074320345597,0.2693174766218503,0.28900237178278737,0.1209049010004,0.15538637266226316,0.3199862875430076,0.45469782763321925,0.1209049010004,0.475348815422422
2026-01-03 18:00:00,0.2888465195809732,0.4255279580725677,0.2876334297407461,0.4235994558013547,0.3183796880876103,0.14528732673818773,0.38044809573765265,0.1209049010004,0.45936759906826913,0.2732477863704361,0.1209049010004,0.41773572345290816
2026-01-03 19:00:00,0.1209049010004,0.3083316627225626,0.1746927182052139,0.0,0.29621049318270815,0.1209049010004,0.12949759539938666,0.1541500025754699,0.5440720545018,0.40356348942030096,0.3572329688875862,0.18907222580504898
2026-01-03 20:00:00,0.0,0.32979719556246456,0.27157292599222016,0.0,0.0,0.20618652429271966,0.1209049010004,0.1209049010004,0.3205033434742003,0.0,0.5440720545018,0.0
2026-01-03 21:00:00,0.0,0.5440720545018,0.0,0.0,0.0,0.0,0.5214896003001772,0.0,0.0,0.0,0.1209049010004,0.0
2026-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28727142891778107,0.0
2026-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.13050301525000002,0.0,0.0,0.0,0.5872635686250001,0.0,0.0
2026-01-04 08:00:00,0.0,0.0,0.4961664222807529,0.5872635686250001,0.0,0.3425505373483362,0.30465606633061304,0.1550618554560652,0.25696477297886794,0.46638315887684334,0.0,0.34552219515956445
2026-01-04 09:00:00,0.4342245551255985,0.13050301525000002,0.13050301525000002,0.5872635686250001,0.13050301525000002,0.3443104858513021,0.22462378695995908,0.13050301525000002,0.5167799133264533,0.42131408684674926,0.16261855500794276,0.5872635686250001
2026-01-04 10:00:00,0.4164608780763139,0.24850907580327322,0.5872635686250001,0.15356199974437737,0.13050301525000002,0.13050301525000002,0.13050301525000002,0.13050301525000002,0.2965628014821282,0.5454577401459675,0.13050301525000002,0.546712962406555
2026-01-04 11:00:00,0.13050301525000002,0.13050301525000002,0.5737794074943814,0.2714154547394775,0.19458279130048448,0.13050301525000002,0.2861362381166792,0.31703617005148416,0.13050301525000002,0.4632789903929523,0.14753323589612022,0.5872635686250001
2026-01-04 12:00:00,0.19548374307736233,0.14911419743685594,0.2814094810706437,0.22636810456407466,0.32347565553315905,0.13050301525000002,0.5239427323653973,0.3669714219103035,0.19258478221789535,0.20452183643737049,0.3951108022167591,0.5778471761339672
2026-01-04 13:00:00,0.30957593589390936,0.13050301525000002,0.36131383646704385,0.23925740678990098,0.13050301525000002,0.13963631409091706,0.13050301525000002,0.13050301525000002,0.5872635686250001,0.22723256710385556,0.5872635686250001,0.16699386499082727
2026-01-04 14:00:00,0.42434609680161056,0.13050301525000002,0.5220884175856774,0.31432605278308373,0.5872635686250001,0.4353568120805916,0.4935555844540596,0.36507551385938625,0.5872635686250001,0.22280695731734684,0.33657421385660224,0.2521165334721965
2026-01-04 15:00:00,0.1652073121639092,0.13050301525000002,0.3761958230097549,0.13050301525000002,0.347136906975267,0.31228017765940747,0.18288029521147212,0.2176031355958626,0.5679754823709561,0.5872635686250001,0.3707077983209469,0.18407458230407592
2026-01-04 16:00:00,0.2174931274811995,0.2586412792674973,0.17051674258426033,0.5640356633606205,0.13050301525000002,0.21349252189302806,0.13125342833686685,0.13050301525000002,0.37560882523127254,0.44593284671932937,0.22204296223616832,0.5872635686250001
2026-01-04 17:00:00,0.13050301525000002,0.15294731478879034,0.1914556706113142,0.4531749626427738,0.361231977827786,0.15699380821814926,0.17419197590299182,0.5811570613904473,0.18390771341809545,0.302508688815397,0.5872635686250001,0.5872635686250001
2026-01-04 18:00:00,0.13050301525000002,0.42068456926967,0.254658390082155,0.5271681570586597,0.27873389571380874,0.13050301525000002,0.3254461160297132,0.4968381425505405,0.14756399679674356,0.20715232934227445,0.3422951779689098,0.4997848825813986
2026-01-04 19:00:00,0.39530638954461783,0.0,0.23124804273128594,0.34970804998605737,0.4617794078280556,0.13050301525000002,0.49132397650726906,0.3148874333182127,0.49447519251847893,0.0,0.0,0.5068725013610028
2026-01-04 20:00:00,0.0,0.0,0.13050301525000002,0.13050301525000002,0.13757376088178172,0.17911743496281282,0.13050301525000002,0.0,0.30607148691504715,0.0,0.0,0.0
2026-01-04 21:00:00,0.0,0.0,0.4607874395418138,0.3352715179019835,0.30451181391488974,0.13050301525000002,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.2965404912493428,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39097580302498136,0.0,0.0,0.0
2026-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3111699418291021,0.0,0.0,0.0
2026-01-05 08:00:00,0.0,0.0,0.0,0.0,0.3737280271714615,0.0,0.0,0.0,0.5228740802428447,0.23045692381921262,0.3001008124004619,0.12261975796040002
2026-01-05 09:00:00,0.0,0.0,0.5517889108218,0.35936587430533506,0.27691981939181415,0.0,0.12261975796040002,0.28589785061260165,0.4388443822912435,0.35631549855123223,0.3877180441105737,0.4030070388216408
2026-01-05 10:00:00,0.12745239083853419,0.17568430412721295,0.33786843536793726,0.17210381607175962,0.3954626714165929,0.12261975796040002,0.2533609257684462,0.2293968321439181,0.12261975796040002,0.5517889108218,0.43528081475138575,0.12261975796040002
2026-01-05 11:00:00,0.2959188751708807,0.27066290367430923,0.3019324965143712,0.15579094199229643,0.21856956478573242,0.25436225901180803,0.5517889108218,0.5235423847517336,0.30822995950817605,0.4322689990988537,0.34187905524150014,0.3087625684875508
2026-01-05 12:00:00,0.49286029690099,0.2908908757783522,0.3156443233005165,0.24528460224937915,0.12261975796040002,0.12261975796040002,0.15967868156001375,0.21715703293691183,0.16897196817311302,0.3085520552552585,0.39473575588636006,0.30038302424071184
2026-01-05 13:00:00,0.22943351725044106,0.20104844835995742,0.2630258339014701,0.15444234662696754,0.161104080350142,0.12261975796040002,0.2489062712366609,0.3651251656031258,0.34602573680925697,0.2551345807511939,0.4149766083562538,0.33481234435737084
2026-01-05 14:00:00,0.49731368427927586,0.29480773593837056,0.5049372589509227,0.24031447598436448,0.2734214670893853,0.5214542634806174,0.3117343663269581,0.12261975796040002,0.3814928135521561,0.19341875216782378,0.12261975796040002,0.5244223649821216
2026-01-05 15:00:00,0.12261975796040002,0.33172056608643796,0.5327588541155235,0.5370588548757448,0.12261975796040002,0.12300513245192082,0.1997474770143138,0.12261975796040002,0.1934043792111889,0.2686424464217889,0.5218218291146256,0.306369303008446
2026-01-05 16:00:00,0.3729966638835454,0.5031089694919615,0.496464258960206,0.24925478665751186,0.1516820645862399,0.2935733922800639,0.3365566167930915,0.35992998511094526,0.2730842121702084,0.550916525405831,0.20362561414778585,0.26223308738677803
2026-01-05 17:00:00,0.24999952273255735,0.34063834133372,0.26869483890273604,0.3651099332230752,0.3449454203363858,0.14839976863187074,0.12261975796040002,0.3388379338599521,0.3863429091001458,0.5259195553613786,0.3388454424317531,0.24634260181939793
2026-01-05 18:00:00,0.18538329007744847,0.5109473922416113,0.13910680323164515,0.3594351377474279,0.12261975796040002,0.4482629419032342,0.3894420841574641,0.12261975796040002,0.40065947079886716,0.4198010843734476,0.22803989219851728,0.3511340307184579
2026-01-05 19:00:00,0.2507884842293099,0.0,0.5355910972673165,0.3161468299910851,0.3148706991166767,0.24852400627910332,0.4088642609640337,0.4708295869153465,0.34147793740002047,0.1847766202732497,0.2821633603020511,0.2427896393193768
2026-01-05 20:00:00,0.12261975796040002,0.0,0.3987219460951718,0.0,0.3424884627069434,0.24639777414330274,0.12261975796040002,0.12261975796040002,0.30955075459967224,0.12261975796040002,0.17397484859627188,0.2613515790993445
2026-01-05 21:00:00,0.19866214005979912,0.0,0.1997180239593155,0.0,0.0,0.0,0.0,0.0,0.37978109643589403,0.46947127791120125,0.4679235398192953,0.19419441220249323
2026-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3218925875947527,0.40251024605112845,0.0,0.0
2026-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3606245041797573,0.0,0.0,0.0,0.0
2026-01-06 07:00:00,0.0,0.0,0.47874220271121626,0.0,0.0,0.0,0.0,0.13306301459840003,0.0,0.0,0.0,0.0
2026-01-06 08:00:00,0.0,0.0,0.22317959050486277,0.13306301459840003,0.0,0.0,0.0,0.13306301459840003,0.0,0.3741604302504594,0.0,0.0
2026-01-06 09:00:00,0.16434634695599,0.0,0.5987835656928001,0.3227409773675596,0.34981243065860895,0.3487958702731277,0.5927683905232425,0.5501741902131654,0.4146016004728862,0.4943761149082999,0.0,0.39390197607811467
2026-01-06 10:00:00,0.4217464037333125,0.2652668016606496,0.5687017944346046,0.3412997379330216,0.28864987549403104,0.25891921813479724,0.13306301459840003,0.2688147787208196,0.1775537826637657,0.4643823239035718,0.38186121228553216,0.35470322395832127
2026-01-06 11:00:00,0.31519238573473357,0.13306301459840003,0.17469395766362106,0.48571243160555005,0.5987835656928001,0.4426245494986022,0.13306301459840003,0.22592083105252803,0.5617270333801907,0.5127428038770645,0.4771968686398896,0.3759236263950614
2026-01-06 12:00:00,0.1592601045508839,0.20172967453196153,0.13306301459840003,0.31957924151817213,0.15300025306484138,0.13306301459840003,0.4418791866376927,0.24837797498080535,0.3085060486704527,0.543597265793492,0.46528625298651927,0.3682894402128483
2026-01-06 13:00:00,0.3487062728341886,0.31287791648268515,0.43391686076671465,0.40810030209701487,0.13306301459840003,0.13306301459840003,0.3318676472949672,0.2130040529502044,0.35556093246754217,0.4116704909787919,0.2340144037710222,0.5399820048310215
2026-01-06 14:00:00,0.27311328184362066,0.27093669522003966,0.4786662988346067,0.5983594286939377,0.3284834737779238,0.15574193406704417,0.541662438720076,0.4366997359237204,0.5849547507801616,0.18014637210290774,0.33473368400824033,0.47859039141061976
2026-01-06 15:00:00,0.43141696076319286,0.16739724241744672,0.4541578376975127,0.38741396777375664,0.13377112971456323,0.13306301459840003,0.13306301459840003,0.17602584248817676,0.25474981556032184,0.41048009989639905,0.13306301459840003,0.28751681783781025
2026-01-06 16:00:00,0.13306301459840003,0.13306301459840003,0.29802812561434133,0.4933326457780521,0.13306301459840003,0.13306301459840003,0.36912955335093356,0.4171155910129995,0.13306301459840003,0.49982673629473573,0.30335647071345384,0.5762146173784868
2026-01-06 17:00:00,0.1959673797892762,0.13306301459840003,0.32171900507881795,0.25808323611543205,0.13306301459840003,0.22435430250988503,0.13306301459840003,0.3613968247197846,0.1948179575439136,0.4925100296905613,0.5987835656928001,0.3076849917916087
2026-01-06 18:00:00,0.18426198621445486,0.14916543647765326,0.39125646770529743,0.337967399086826,0.2431600516670302,0.5987835656928001,0.33753077652381275,0.35431872969351264,0.3215213314447966,0.5179263113856148,0.4745243149683507,0.37639224307939434
2026-01-06 19:00:00,0.13306301459840003,0.2736180900236652,0.2013823110870065,0.39226456220026773,0.5987835656928001,0.27215815504900487,0.0,0.3147570231066121,0.4080283783568175,0.403327529719929,0.5660471545253154,0.16431862413898646
2026-01-06 20:00:00,0.30926561449257695,0.5987835656928001,0.2562903552819728,0.0,0.0,0.2787299552115461,0.0,0.13306301459840003,0.5987835656928001,0.0,0.4542298969703385,0.0
2026-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13306301459840003,0.0,0.0,0.23772498048067364,0.0
2026-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
